#n p q pq seed time
43 2162351 2168549 4689164098699 82 0.6327305659942795
43 2163043 3237539 7002936071177 30 1.106188903999282
43 2167073 3053291 6616704487243 35 1.557211589999497
43 2179367 2900647 6321574350449 13 2.0385898819949944
43 2179909 2665891 5811399783919 67 1.5867791409837082
43 2180083 2603299 5675407893817 12 2.295594777999213
43 2188811 2510803 5495673225233 89 1.9981866240268573
43 2207357 3582989 7908935850073 76 0.3279839809983969
43 2213677 3869683 8566228254391 2 0.6546301310008857
43 2214713 2285981 5062791838453 96 1.0376599169976544
43 2219209 2363171 5244370351739 55 0.7188040270120837
43 2229299 2821319 6289563625381 72 2.4328859119850677
43 2235049 3491087 7802750508263 86 0.3085978910094127
43 2250581 3247781 7309394210761 6 0.07733655098127201
43 2267533 3136781 7112754431273 2 1.3852868130197749
43 2273311 2871013 6526705434043 33 0.1787827129883226
43 2316679 3608477 8359682887883 30 1.5773672189970966
43 2317079 3396677 7870368946483 88 1.0316718110116199
43 2324957 2872729 6678971397653 70 0.2471145220042672
43 2328829 2518067 5864147453543 74 0.4024489570001606
43 2345477 3470947 8141026356719 71 0.960778933018446
43 2353709 2623979 6176082988111 19 0.6587898879952263
43 2357483 3072467 7243288720561 35 0.24152100397623144
43 2371679 3003191 7122605027689 74 1.1155285290151369
43 2388163 3197419 7635957751297 83 0.3777032969810534
43 2392307 3371257 8065081719899 3 0.3165120980120264
43 2393561 2571461 6154948762621 69 0.2797039660217706
43 2425769 2468729 5988566277601 47 1.7603442780091427
43 2481107 3338441 8283029334187 77 1.0941875760036055
43 2511791 2809309 7056397062419 46 0.6782197679858655
43 2516929 3199117 8051950351693 57 1.7031687470152974
43 2577439 2853853 7355632022467 42 0.029219329997431487
43 2615219 2620573 6853372300487 82 0.44199114097864367
43 2620301 3087869 8091146228569 6 0.11048881197348237
43 2661137 3012809 8017497503833 90 1.365702039009193
43 2694689 3204307 8634610825523 7 0.41143673699116334
43 2717653 3100633 8426444574349 6 0.3164203120104503
44 2109103 8136281 17160254665943 10 7.717670110985637
44 2110259 4655111 9823489883749 32 0.43787410799995996
44 2126867 7059113 15013794488971 72 2.7333141610142775
44 2142377 5810647 12448596487919 39 0.05131506800535135
44 2148907 5437171 11683974822097 68 3.397662090981612
44 2162089 4836157 10456201851973 7 0.24269076497876085
44 2162231 6527789 14114587737259 63 2.2405266420100816
44 2170387 5986163 12992290355081 4 2.2484936169930734
44 2177449 6307559 13734388036991 67 2.588206143002026
44 2179141 7242943 15783394051963 15 0.07322048599598929
44 2188673 4858517 10633704977941 58 3.3754988069995306
44 2231219 5412479 12076425981901 99 0.5743801280041225
44 2234129 4784543 10689286268047 56 7.399615586997243
44 2267011 4191527 9502237815797 48 0.9635091410018504
44 2278063 7548587 17196156746981 56 1.7120941799948923
44 2281109 4868623 11105859742907 29 6.569021745992359
44 2281711 5654309 12901499042699 47 6.743170367990388
44 2282017 5002229 11415171615893 41 3.237392588984221
44 2293199 6516989 14944752657811 67 1.6097948850074317
44 2323787 6463129 15018935149523 44 0.22091059299418703
44 2339677 4840267 11324661373759 94 0.23846048000268638
44 2341873 5193763 12163133338099 38 1.928299141000025
44 2349353 4677083 10988118977299 87 8.398226594988955
44 2350541 4269691 10036083752831 15 1.3741353950172197
44 2354633 6024913 14186458971929 94 0.4981102999881841
44 2357189 6643213 15659308608257 63 4.323182862979593
44 2360363 5735633 13538175914779 82 3.838142874999903
44 2374903 5531633 13137091806599 52 0.14380323598743416
44 2403119 3946673 9484324873087 82 0.07777737599099055
44 2420689 6224353 15067222839217 87 4.442407581984298
44 2428103 5031857 12217867077271 65 0.6114938840037212
44 2473907 5718071 14145975873397 72 0.8092645760043524
44 2475367 4023023 9958458374441 75 0.7480833000154234
44 2485421 4174453 10375273149713 82 1.799001727020368
44 2494543 6903317 17220621099131 50 2.3606655390176456
44 2509561 3808223 9556967920103 27 0.16706744299153797
44 2549069 4928213 12562354983697 76 3.5923523920064326
44 2555957 5016607 12822231777899 55 4.442502501013223
44 2559397 5352197 13698396945209 39 5.9095887310104445
44 2565089 4348913 11155348898257 1 0.5040087039815262
44 2570849 6596053 16957456258997 79 1.818320866994327
44 2576789 3439439 8862708581371 42 0.31345846300246194
44 2590547 6599231 17095618069357 42 0.42705578898312524
44 2624483 3755197 9855450688151 72 4.170348238985753
44 2634419 5857409 15430869560371 99 4.532589973008726
44 2642987 5112109 13511237629583 61 0.9047304609848652
44 2645723 6326549 16738296199927 52 0.7322375420189928
44 2648363 5406041 14317158960883 14 0.0691917160002049
44 2655827 5764397 15309241191319 4 1.7033371379948221
44 2682679 4976161 13349442615319 40 3.337919671990676
44 2685649 4641251 12464771106899 24 1.4395610240171663
44 2687141 4949683 13300496126303 89 2.479384456994012
44 2712553 4782443 12972630106979 7 0.891061330010416
44 2749007 4099717 11270150731019 85 4.2732092050137
44 2766193 3868987 10702364756491 56 0.7063882329966873
44 2780399 5061827 14073898728973 47 0.19606163300340995
44 2790089 5924327 16529399595103 14 3.691970116982702
44 2809507 4217341 11848649060887 10 4.1310290380206425
44 2811959 3568241 10033747394119 27 0.9342092770093586
44 2822311 5899507 16650243500677 15 0.5163012309931219
44 2832589 4076587 11547295493743 94 1.2871889189991634
44 2853079 4502609 12846299183111 73 2.4185432309750468
44 2854043 3597241 10266680495363 7 2.7081628309970256
44 2855063 5376323 15349740873349 18 1.4382503849919885
44 2914447 5609663 16349065501361 47 2.290099318983266
44 2919353 4139599 12084950759447 81 3.7639208670007065
44 2950943 5740103 16938716767129 44 2.313240233983379
44 2962039 3972329 11766193418831 89 1.7849923949979711
44 2969003 3587249 10650553042747 89 1.8988100049900822
44 2983441 3359639 10023284737799 96 2.6969991180230863
44 2991199 4411577 13195904710823 20 1.9980168369947933
44 3000797 5811307 17438552611679 50 0.644594736979343
44 3002677 5173211 15533481685847 89 1.7253289989894256
44 3005267 3662831 11007785130877 1 2.9098219230072573
44 3007811 4512043 13571372567873 34 4.962688625004375
44 3011209 4010857 12077528696113 38 1.3968083600047976
44 3023729 5665571 17131151334259 10 1.4410869959974661
44 3044033 3352841 10206158647753 72 4.248481450020336
44 3064363 5197513 15927066529219 29 4.436833889049012
44 3096983 5226367 16185969750761 29 3.7448153590084985
44 3099461 4715467 14615406063287 16 2.068973643006757
44 3198667 4068343 13013274498781 90 1.8048681119689718
44 3234857 5083123 16443176018411 88 2.2693085110513493
44 3267623 3620819 11831471443237 72 2.2450117869884707
44 3276989 3913171 12823418322119 20 1.2993246910045855
44 3282341 5191651 17040768934991 74 0.9472672439878806
44 3312151 4540687 15039440987737 14 1.939739916997496
44 3318221 4426777 14689024403717 73 0.13111999502871186
44 3393791 5029991 17070738185881 42 2.8900797619717196
44 3411943 4472107 15258574173901 25 1.9787603149889037
44 3441811 4958381 17065810267991 61 3.9643812790163793
44 3585917 4852919 17402164741723 27 0.1035929549834691
44 3646187 4788457 17459609663459 97 1.807109938992653
44 3682643 3753367 13822310708981 7 2.5091149220243096
44 3709681 4093253 15184662882293 9 2.446633225947153
44 3723739 4724221 17591765982319 52 0.529568470956292
44 3741407 3809599 14253260365793 43 0.3764308340032585
44 3800887 3926759 14925167235233 70 0.06962570000905544
44 3859099 4011649 15481350644251 36 2.8977390130166896
44 4032683 4106057 16558426260931 56 2.314275351993274
45 2466119 8088499 19947201065381 33 0.9652301130117849
45 2538127 7591531 19268269802437 74 7.6330211980384775
45 2681197 7334189 19664405544233 92 0.9138717490131967
45 2724599 7618153 20756412045647 100 0.26417222601594403
45 2759879 7835537 21625134020023 63 2.0573630050057545
45 2813131 6480191 18229626188021 58 1.7545830740127712
45 2841823 6944953 19736327169319 88 5.458427858946379
45 2873839 7386293 21227016888827 91 3.7412126399576664
45 2906153 6628087 19262234919311 44 5.037086550029926
45 2969773 8010221 23788538049833 31 1.829593512986321
45 2981501 6884431 20525937910931 62 3.2729942279984243
45 3006121 6005401 18052962059521 90 0.27654015296138823
45 3030229 7374011 22344941978519 44 1.9392620510188863
45 3098873 8251027 25568884792571 40 1.6411685480270535
45 3104749 8296973 25760018624777 75 0.33622656000079587
45 3167473 6852169 21704060298937 95 3.428403969039209
45 3188953 5575693 17780622919429 82 1.5878069879836403
45 3191861 6269707 20012033254727 32 7.3195002529537305
45 3221941 8088811 26061671802151 13 4.374668719014153
45 3301237 7401133 24432894101521 13 1.363859441014938
45 3361493 5754817 19344777061781 46 2.8407993399887346
45 3367733 6556651 22081049942183 15 1.7426877599791624
45 3375121 7919491 26729240383411 31 7.036499361041933
45 3404881 6569971 22369969428451 52 2.3084505400038324
45 3472321 6497203 22560374418163 85 7.333632540015969
45 3483239 7314833 25479311584087 79 2.1106600380153395
45 3508367 7488059 26270859089653 71 2.159563820983749
45 3554813 7619839 27087102735107 1 0.026970940991304815
45 3583189 6218713 22282824015757 5 3.2366269209887832
45 3612509 7755017 28015068707653 70 2.1029967579524964
45 3642061 8083633 29441084487613 23 4.5543749399948865
45 3675149 5413817 19896584133733 5 0.707045637012925
45 3702443 8326523 30828476795689 11 0.809225453005638
45 3737291 6979853 26085741798223 25 0.35349665698595345
45 3747691 5024389 18829857435799 63 3.2172401290154085
45 3747823 6832663 25607611542649 32 1.199489587044809
45 3756887 6419627 24117813221149 75 3.040325979993213
45 3763453 6575573 24746859933569 94 0.11898955295328051
45 3780181 6594143 24927054079883 25 2.238721655041445
45 3781801 7546393 28538956593793 41 6.9823374769766815
45 3792043 5149009 19525263535387 76 1.14206396904774
45 3792637 7347521 27866480002877 47 1.2669412620016374
45 3812689 6097243 23246891316427 23 4.60579775297083
45 3848717 7189319 27669654253723 10 0.3472086089896038
45 3869623 6587491 25491106685893 89 0.17115037702023983
45 3907069 7440649 29071129047781 71 0.10625739896204323
45 3918179 6010091 23548612344289 63 1.2815151280374266
45 3927127 6567653 25792007422931 74 3.4335455810069107
45 3931757 6628379 26061175531903 15 1.4952216829988174
45 3935297 7115389 28001168985533 70 0.7763658339972608
45 4080889 6905057 28178771155673 74 0.6515201160218567
45 4101991 7747819 31781483807629 27 0.8333016299875453
45 4119419 5972363 24602665617097 14 1.2732713039731607
45 4127771 5675713 23428043525723 3 1.8107295850059018
45 4150093 8359513 34692756384709 90 0.49240672402083874
45 4150889 5244553 21769557357617 34 0.48233255004743114
45 4158053 8176547 33998515782991 26 0.7840682929963805
45 4166069 5244341 21848286465529 34 0.5381701700389385
45 4181069 5918273 24744707773837 17 2.211590844031889
45 4235767 6679063 28290954646321 30 2.463187118002679
45 4271297 7151909 30547927455973 74 2.3385561300092377
45 4316773 6996713 30203221767149 24 1.8954159650020301
45 4325359 5138789 22227107250251 14 1.3732816969859414
45 4336159 4820419 20902103230621 41 1.2319241279619746
45 4362997 5103949 22268514175153 18 0.05419525096658617
45 4374059 5240107 22920537184313 7 0.8532603799831122
45 4385159 6287101 27569937534059 3 1.019813761988189
45 4388743 5993837 26305410176891 39 2.59606640401762
45 4396283 6638741 29185784199703 3 6.78189119999297
45 4399931 7398109 32551169130479 83 0.5629344570334069
45 4413503 5516053 24345116463659 50 4.99195985798724
45 4418719 4455301 19686723179419 53 0.5395572550478391
45 4448149 7043273 31329527751677 70 1.6712104370235465
45 4487843 4773877 21424410477311 60 1.7843757640221156
45 4501547 7035563 31670917515961 63 3.5441613940056413
45 4510477 4539749 20476433450273 6 2.769993399037048
45 4510477 6727249 30343101887773 61 1.4010091530508362
45 4514359 5197601 23463836852759 68 1.4487977669923566
45 4562291 5935621 27080030267711 21 1.6447195099899545
45 4568059 5245067 23959775514953 42 6.472275582025759
45 4583057 5296321 24273341033297 96 0.5334483300102875
45 4644131 7300549 33904705927919 39 1.684960977989249
45 4818617 5579963 26887704571171 7 0.21616025298135355
45 4879591 4968683 24245140848653 64 7.866743167978711
45 4880573 6147527 30003454292971 36 0.6069761120015755
45 4886941 6791591 33190104513131 72 0.7191747470060363
45 4897567 5411551 26503433596417 24 1.2507229100447148
45 4945541 6436019 31829595841279 86 2.5703774949652143
45 5039971 6583867 33182498747857 2 1.695118025992997
45 5043209 5370857 27086354360113 59 2.456939372990746
45 5060663 5436127 27510406772201 39 0.5512381470180117
45 5082317 5856377 29763964385509 37 2.0052138359751552
45 5086121 5346997 27195473728637 83 3.751966711017303
45 5254831 5558513 29209046426303 85 0.35840567597188056
45 5255797 6029603 31690369358591 62 2.0958371449960396
45 5333533 6138883 32741935063639 52 1.390296135970857
45 5479841 5860993 32117309742113 25 0.6665593800134957
45 5519783 6131303 33843462067249 88 0.23255552299087867
45 5722621 5875021 33620518550041 99 1.5873712160391733
45 5848679 5888657 34440864534103 5 1.584011030034162
46 4285993 9342559 40042142476087 9 4.4824993970105425
46 4291403 13782481 59146180310843 96 6.664704416994937
46 4335593 10096777 43775515683761 100 1.7359684809925966
46 4357943 10135579 44170275553997 37 10.738641489995643
46 4387223 11585557 50828422138211 16 2.980645597970579
46 4393397 9688397 42564974314609 26 1.562883626029361
46 4429771 9254111 40993592538581 10 0.475803637993522
46 4430891 9347801 41419087320691 8 6.6285896630142815
46 4465211 14729401 65769883368611 31 0.10220958304125816
46 4476581 11712319 52431144701339 7 5.24749779002741
46 4479463 12594391 56416108492033 91 7.593072162009776
46 4479919 10891723 48794036810437 54 1.4913879149826244
46 4486843 14745037 66158666048191 78 3.495449312031269
46 4492877 9272339 41659478629303 17 2.187967519974336
46 4496153 15002263 67452469794239 50 2.009462137008086
46 4499617 13531769 60887777832473 69 7.748121692042332
46 4508333 11612791 52354328887403 40 2.3775783810415305
46 4577561 9399869 43028473739509 3 1.107216345029883
46 4616237 10133561 46778919229957 11 10.153876221971586
46 4622903 11022043 50953835650829 25 13.636486293980852
46 4645169 14902711 69225611153159 86 3.5464645129977725
46 4682527 12755027 59725758313229 12 8.737761033000425
46 4707853 13613321 64089514109813 53 7.822871112031862
46 4718999 10519139 49639806421861 44 4.542528295016382
46 4721513 10604917 50071253479421 48 12.488087576988619
46 4736759 7776787 36836765813333 17 3.4726041989633814
46 4761527 10413257 49583004363439 89 13.197290168958716
46 4839257 9774511 47301370778327 58 3.767714425979648
46 4840217 9733541 47112450618397 35 4.267180252005346
46 4842407 11963663 57932925456841 37 1.4608741539996117
46 4844387 11647747 56426194146089 87 1.5734909370075911
46 4846873 9111673 44163121848529 38 3.2567988869850524
46 4850459 14331397 69513853561223 91 2.8905167060438544
46 4852693 9914431 48111689912683 39 7.797128708043601
46 4853503 13228049 64202375505647 27 3.1431485790526494
46 4895603 7334699 35907774428497 59 0.7482759560225531
46 4961329 13012589 64559735170781 9 4.5645860230433755
46 5019563 12401819 62251711785097 13 8.265314717020374
46 5050033 11070929 55908556790657 62 5.163551061996259
46 5051029 11242463 56786006644427 33 15.247741744969971
46 5096887 7111603 36247036879861 86 2.0368628799915314
46 5118341 9804539 50182973949799 85 4.7634170390083455
46 5134511 8462579 43451204963869 3 4.449795244960114
46 5238461 10327019 54097686277759 92 12.291613939974923
46 5242249 12515549 65609624229701 25 1.2604489409714006
46 5261957 13071043 68779266211151 56 2.396728179010097
46 5311151 9412901 49993338559051 97 8.723740858025849
46 5333981 8346421 44519651032001 21 6.981032624025829
46 5351803 11237267 60139639242401 88 5.61886481201509
46 5373499 7089353 38094631256147 83 0.2344085379736498
46 5411069 7167221 38782327369249 12 8.780206893046852
46 5430121 11004221 59754251540741 3 0.904259861970786
46 5444863 8282639 45097834633457 56 0.022122620954178274
46 5481727 9392833 51488946262591 45 7.517722859978676
46 5562169 7050037 39213497250253 58 9.864253177016508
46 5579069 9947009 55495049554621 8 7.912555966991931
46 5582803 12029221 67156771086463 44 6.91725395002868
46 5634779 7876357 44381531020103 88 4.559608050039969
46 5647613 12094919 68307421778347 87 0.9585854089818895
46 5685499 6922127 39355746136373 59 2.0229114199755713
46 5698753 10645373 60665351319869 99 7.872143190004863
46 5722069 8860909 50702732700721 86 7.66579813597491
46 5724541 7690691 44025675947831 51 4.568457318993751
46 5738687 8010011 45966945995557 99 1.352885211003013
46 5847161 9169513 53615618802593 92 5.581263568019494
46 5899711 9232901 54471447591611 55 4.463765979977325
46 5970001 9042251 53982247512251 38 3.9697241610265337
46 5991071 11425147 68448866862437 13 0.14491347299190238
46 6091271 10177031 61991053796401 88 8.764614209008869
46 6149543 11174101 68715614585843 73 5.4453710509696975
46 6291041 8151329 51280344943489 70 5.337357516982593
46 6302683 9512857 59956522095331 66 3.4355187650071457
46 6311429 10883267 68688966958543 27 5.531042582006194
46 6354559 8410421 53444516459339 41 0.8149198290193453
46 6446413 7061563 45521751523519 33 3.00823262805352
46 6533453 7671359 50120463472627 8 0.7964528879965656
46 6549721 9363059 61325424156539 6 1.6542213939828798
46 6625417 7894921 52307143807057 40 1.2800194320152514
46 6626303 10427867 69098206385701 13 0.5975236290250905
46 6683491 9558277 63882658305007 40 10.902080483967438
46 6713491 6772837 45469380243967 83 0.8759401580318809
46 6764111 8660863 58583038687793 20 0.8943589810514823
46 6830501 10051061 68653782211561 54 6.223662348988
46 6905771 9509693 65671762138303 96 2.325532510993071
46 6907367 8648729 59739945286543 95 3.9789009710075334
46 6948517 8814797 61249766806049 42 0.9342018680181354
46 7016483 7309639 51287957779637 1 0.22209851897787303
46 7099163 7394417 52494171572971 57 3.7560068569728173
46 7175459 8596199 61681673480341 26 3.448781729035545
46 7390469 8255983 61015586426027 58 2.4560716440319084
46 7411247 8090879 59963502716113 8 13.18970247800462
46 7426873 9168983 68096872280159 51 15.877463846991304
46 7442339 9148991 68089892529949 19 13.072090287983883
46 7452191 9379043 69894419833213 37 8.227404767996632
46 7602937 8239481 62644254955697 55 3.593896759033669
46 7708147 8364931 64478117792857 67 0.3583898809738457
46 7881023 8131939 64087998293597 26 1.7005785090150312
46 8023889 8106089 65042358360121 92 4.237005473987665
46 8034181 8692289 69835423130309 15 3.647948504949454
46 8233523 8348359 68736405838757 40 1.4734990269644186
47 4611833 16113829 74314288338557 58 3.12299331597751
47 4843117 15104119 73151015498923 86 2.148348088026978
47 5094667 15885227 80929941784409 75 10.531498946947977
47 5257951 13853479 72840913761529 11 0.76520675199572
47 5259833 15643211 82280677443763 44 5.212142012955155
47 5293643 13686727 72452646576461 93 7.42811417003395
47 5348261 13348339 71390400888479 20 3.2813321209978312
47 5619037 12686749 71287312040713 42 24.66358955798205
47 5622079 13722097 77146713379663 55 1.440203886013478
47 5635297 15688973 88412022479981 75 2.6577166040078737
47 5647307 14840939 83811338701273 82 0.337973958987277
47 5721589 16482883 94308282061087 4 3.710431135026738
47 5722603 15993017 91521687063251 25 6.743038188025821
47 5735771 13521107 77553973418497 78 0.04177340801106766
47 5743513 13240459 76046748392467 25 11.818452107021585
47 5789141 12223411 70763049779951 9 0.7652941229753196
47 5829463 13789861 80387484474643 88 3.5657319810125045
47 5845171 13667597 79889441624087 68 6.84113542502746
47 6043129 15851029 95789813029741 35 0.6684185159974732
47 6043781 12329903 74519233483243 38 13.951556659012567
47 6174299 11902039 73486747495661 56 17.717388786026277
47 6220723 12266509 76306554666007 2 1.398959518992342
47 6225353 14389751 89581279557103 49 10.570622763014399
47 6358997 11592811 73718650370567 12 5.220814608037472
47 6436513 16565977 106627126318201 1 1.644021336978767
47 6472061 14839901 96044744505961 42 0.5046992290299386
47 6738541 14348813 96690064701833 59 0.37585776002379134
47 6740897 13978823 94229806024231 8 0.5422298090416007
47 6754037 15798311 106702377031507 10 7.171982042025775
47 6791731 14365847 97568968411157 98 10.228189882996958
47 6924331 13673189 94677686461559 32 2.9449311179923825
47 6932297 11622157 80568244104629 18 1.0200565879931673
47 6957091 15124093 105219691293463 37 9.742194443009794
47 7027369 10737341 75455257285829 72 1.2294180360040627
47 7090549 10223699 72491638720751 75 10.04884210403543
47 7115111 12188431 86722039480841 96 1.9520109730074182
47 7158709 14451287 103452558308483 87 4.258939519990236
47 7199609 10052249 72372262370641 23 3.921108871989418
47 7209011 16481791 118817412618701 81 3.5611013929592445
47 7210433 12160319 87681165408127 58 0.2603517090319656
47 7238383 12492281 90423914421623 2 1.215435721038375
47 7277873 13687483 99615762963659 23 2.7599078959901817
47 7359031 9744851 71712660599381 92 0.08250299200881273
47 7395061 13239643 97907967603223 77 8.026793891971465
47 7461491 10295429 76819250824639 81 3.399703466973733
47 7498987 14887619 111642061341953 72 4.324445245962124
47 7505923 16679177 125192618265371 2 1.1281394529505633
47 7586597 11621507 88167690141679 35 7.662111136014573
47 7634359 15385427 117457873086293 34 10.735103581973817
47 7705219 14661347 112968889469993 3 3.535969518998172
47 7768427 16542859 128511992512793 62 3.7950214110314846
47 7775293 15362461 119447635476073 51 0.7960607060231268
47 7789531 9531551 74246311992581 25 5.837507458985783
47 7837631 10256557 80387109096467 100 1.4525321770342998
47 7839833 13965233 109485094526089 50 1.213986526010558
47 7863293 14306339 112494935314327 45 3.588046115008183
47 7871707 10876351 85615448301157 96 5.497825141996145
47 7935619 15856307 125829611099033 34 8.75394717004383
47 7946639 13138757 104408958787723 72 3.6200703289941885
47 8025019 14441821 115895887919599 82 13.67122429504525
47 8065679 14321639 115513742927881 25 2.1015403289929964
47 8068223 10480469 84558761036587 38 2.8053296570433304
47 8080229 13387859 108176966539711 56 4.087807040021289
47 8085169 9548521 77201405985049 69 6.63805065798806
47 8111923 9942311 80651261274053 42 6.096912103006616
47 8115593 11243621 91248651882253 11 5.995033228013199
47 8239997 8580899 70706582017303 22 4.1174671379849315
47 8253187 13289671 109682139931477 48 3.1142741829971783
47 8306491 10559203 87709924686673 17 2.2401922380086035
47 8312243 12675493 105361777960799 75 4.162880259973463
47 8401429 13448923 112990171710967 39 3.44577977899462
47 8485843 9655279 81933181715197 26 0.7706834910204634
47 8489521 15371483 130496527729643 27 6.5906546309706755
47 8538367 15862081 135436268961727 26 3.8983158280025236
47 8538797 8935229 76296106579513 56 6.73212550097378
47 8549789 10172621 86973763126969 62 6.907694802968763
47 8562703 8565281 73341957314543 74 2.2422447889694013
47 8566451 11321147 96982051039297 47 6.322032234980725
47 8605411 11578789 99640238227279 84 3.9763734529842623
47 8683823 14527417 126153517875191 82 5.558431195036974
47 8710393 12344419 107524740846667 51 0.33914270700188354
47 8750309 9193409 80445169513381 64 3.177821249992121
47 8761997 9972913 87382633787261 64 5.703864370007068
47 8910001 11928817 106285771398817 80 3.959649989963509
47 8958067 14969183 134094944249261 6 0.03460342396283522
47 9037309 10066117 90970609759153 23 2.507409611949697
47 9055213 11088373 100407579338449 10 5.870605334988795
47 9120427 11134271 101549305853717 7 3.253219587961212
47 9215159 11554423 106475845098257 87 0.3580762670026161
47 9265177 11631071 107763931514567 85 3.4064569949987344
47 9286399 11793533 109519453057667 45 0.7440166699816473
47 9466099 11634809 110136253840091 59 5.421281315037049
47 9713947 13806451 134115133272097 14 3.149771175987553
47 9797497 12691907 124348920756779 29 2.548219882999547
47 9914969 10066141 99805475964629 32 6.382931575004477
47 10046021 11120689 111718675228469 72 0.865522603970021
47 10099997 11643851 117602860168447 1 3.951687232009135
47 10594747 10730329 113685120981763 92 0.4581771389930509
47 10742993 10792091 115939358068363 2 8.73319325200282
47 11580787 11958119 138484429059653 8 3.8172807410010137
48 8435551 16978411 143222251889461 21 0.16365055803908035
48 8446409 16802117 141917552247853 16 0.7790424879640341
48 8565343 28232273 241819101914639 79 12.340352921979502
48 8672441 25903919 224650209196279 50 1.234307083999738
48 8709289 19697159 171548250209951 26 17.44604381499812
48 8732921 26111389 228028697337269 44 6.202675585984252
48 8790841 17369557 152693013827437 71 16.6985725700506
48 8818471 27798437 245139710529827 4 6.6830760249868035
48 8832223 17685247 156200045314081 77 15.857197556993924
48 8834671 30513577 269577413828167 72 5.53791321197059
48 8846659 22324831 197500167089629 20 5.021096648008097
48 8863037 19744159 174993211750883 53 7.173423784959596
48 8925563 18432341 164519020832983 12 26.682111056987196
48 9007627 26481241 238533141425107 73 8.78484253300121
48 9073919 25740653 233568600329107 49 0.18425820401171222
48 9081133 26416337 239890269669821 45 4.558614109002519
48 9138137 22996877 210148612598149 30 11.67119352100417
48 9161473 24735779 226616171442467 17 9.016537930991035
48 9255739 24806923 229606404681097 3 15.375732315995265
48 9266221 28857623 267401112252683 46 5.685829833033495
48 9376363 18706967 175403313221021 18 3.132943107979372
48 9428323 21431149 202059795033127 14 5.696901457034983
48 9437411 25423571 239932688614681 44 11.74936852202518
48 9445859 28941359 273375996382381 3 3.1684758909977973
48 9445991 28022789 264703012688899 29 21.94591099198442
48 9518533 26146693 248878160161369 66 0.3319461719947867
48 9538447 24627767 234910650257849 20 9.904351937002502
48 9599489 27795529 266822874884681 2 12.584947531984653
48 9604459 28838977 276982772198443 10 0.3246512330370024
48 9607891 26666533 256209142411903 25 1.8359535310300998
48 9771743 16824583 164405501158169 31 11.020742216031067
48 9772201 28335253 276897787701853 77 1.6962492680177093
48 10074553 18348193 184849842832729 34 11.884108233032748
48 10172473 14525681 147762097779113 65 7.100684587028809
48 10195151 15684787 159908771867837 86 1.6711731549585238
48 10258289 21952033 225190298651537 32 16.097201450029388
48 10290569 22654043 233122992620467 97 4.432654292904772
48 10307251 15287917 157576397786167 8 6.564037755015306
48 10369873 17025301 176550209156773 29 11.330229845945723
48 10427663 15038651 156817984602613 31 4.27134425798431
48 10508779 14892149 156498302676071 83 4.234738065977581
48 10593911 19976503 211629294873233 94 20.54826286097523
48 10657639 24752261 263800662171779 72 12.087119103991427
48 10676719 17324933 184973441334827 4 7.748278483981267
48 10679381 24583079 262532066794099 44 1.499225368956104
48 10686301 19091203 204014341710103 11 3.3542130859568715
48 10754197 14001223 150571910382931 33 2.726985514978878
48 10754641 14111677 151766020042957 46 2.1676926258951426
48 10779089 16015177 172629018233753 5 13.257648223079741
48 10808089 17172851 185605701991739 2 16.089795685024
48 10808353 20751023 224284381695119 5 5.101980693987571
48 10830229 15778627 170886143715583 65 3.3681703240145
48 11023643 19766101 217894440925943 83 1.6893463640008122
48 11360927 12491321 141912986014567 85 5.976148847024888
48 11537369 17979799 207439575608831 77 0.295363768003881
48 11574571 21022849 243330458372779 17 15.884031484951265
48 11580787 23375423 270705794797901 50 8.423381710075773
48 11826821 20913401 247339050128221 21 24.923962175962515
48 11845331 21002921 248786551211851 58 17.343320935964584
48 11872303 19957363 236939860616989 57 2.8755724829388782
48 11921317 15641137 186462952417429 1 1.7886547700036317
48 11934397 15110969 180340303100693 20 3.2037713789613917
48 11959133 12905869 154343003851577 46 5.395312621956691
48 12028139 12822911 154235755892629 82 5.308450626092963
48 12073277 20038541 241930856168857 82 8.772320593940094
48 12279703 13627717 167344317328051 24 0.4156082801055163
48 12374407 17261471 213600467572697 49 15.029657510924153
48 12465449 21447119 267347968091431 23 12.563370908028446
48 12492173 18797659 234823608223007 1 7.419960923027247
48 12547609 13656989 171362558089301 19 7.3964600269682705
48 12627259 13758583 173733191013997 60 0.24828714202158153
48 12669193 17381911 220214785167823 1 15.019532275968231
48 12696289 17024617 216149457546313 90 2.3380634050117806
48 12702631 20325191 258183401277521 1 13.643508211011067
48 12776989 13373233 170869650935437 95 8.238188280025497
48 12812791 12871511 164919980297201 75 1.2300662810448557
48 12860461 15547223 199944455049803 17 10.106159827089868
48 12900803 17628659 227423856913177 83 19.335665031103417
48 12978859 16592717 215354534369903 3 1.7114551489939913
48 13047773 21045553 274597598203469 16 4.661771359969862
48 13158413 17973049 236496801611237 99 7.459582295035943
48 13227827 15719147 207930157103569 60 4.021436508977786
48 13246711 21069977 279107896095647 10 0.6702569130575284
48 13297771 18185317 241824181028407 88 6.284627035958692
48 13523897 19741009 266975372392073 28 8.090761548024602
48 13596049 18621931 253184686350619 48 2.6653574779629707
48 13633247 16322347 222526588270709 13 5.031898371991701
48 13664627 17702107 241892689269089 53 1.7383704840904102
48 13724969 18218477 250048032052213 89 6.274447211064398
48 13794827 16658701 229803898339727 7 5.233790304977447
