# bitsize(pq) p q pq trialdiv
31 20327 60659 1233015493 5.60283660889e-05
31 20347 60089 1222630883 5.50746917725e-05
31 20483 61261 1254809063 5.60283660889e-05
31 20521 53939 1106882219 6.29425048828e-05
31 21517 56333 1212117161 5.88893890381e-05
31 21991 57593 1266527663 6.00814819336e-05
31 22003 52267 1150030801 6.00814819336e-05
31 22093 54959 1214209187 6.00814819336e-05
31 22193 51431 1141408183 6.00814819336e-05
31 22453 57077 1281549881 6.07967376709e-05
31 22511 55663 1253029793 6.103515625e-05
31 22901 49171 1126065071 6.29425048828e-05
31 22963 53479 1228038277 6.19888305664e-05
31 23581 62473 1473175813 8.01086425781e-05
31 24181 48779 1179524999 8.01086425781e-05
31 25439 49783 1266429737 7.60555267334e-05
31 25759 61151 1575188609 7.39097595215e-05
31 25793 64969 1675745417 7.00950622559e-05
31 26449 51593 1364583257 7.10487365723e-05
31 26501 56983 1510106483 7.10487365723e-05
31 26641 44623 1188801343 7.10487365723e-05
31 27241 46933 1278501853 7.29560852051e-05
31 27253 61223 1668510419 7.29560852051e-05
31 27367 57571 1575545557 7.29560852051e-05
31 27457 42829 1175955853 7.29560852051e-05
31 27617 58237 1608331229 7.39097595215e-05
31 27763 41617 1155412771 7.39097595215e-05
31 27809 54499 1515562691 7.39097595215e-05
31 27941 48271 1348740011 7.48634338379e-05
31 27947 55337 1546503139 7.48634338379e-05
31 28123 41491 1166851393 7.5101852417e-05
31 28879 39103 1129255537 7.70092010498e-05
31 29059 65327 1898337293 7.79628753662e-05
31 29173 55681 1624381813 8.10623168945e-05
31 29207 65071 1900528697 7.89165496826e-05
31 29209 43889 1281953801 0.000101804733276
31 29303 64013 1875772939 7.89165496826e-05
31 29339 48299 1417044361 7.79628753662e-05
31 29401 39181 1151960581 7.91549682617e-05
31 29501 52183 1539450683 7.91549682617e-05
31 29921 56963 1704389923 8.01086425781e-05
31 30241 42299 1279164059 8.08238983154e-05
31 30553 45319 1384631407 8.10623168945e-05
31 30839 60937 1879236143 8.32080841064e-05
31 30911 54311 1678807321 8.29696655273e-05
31 30949 62053 1920478297 8.20159912109e-05
31 31019 36833 1142522827 8.29696655273e-05
31 32051 56671 1816362221 8.51154327393e-05
31 32059 56207 1801940213 8.51154327393e-05
31 32939 44129 1453565131 8.79764556885e-05
31 33071 56101 1855316171 8.6784362793e-05
31 33113 60589 2006283557 8.79764556885e-05
31 33457 36997 1237808629 8.89301300049e-05
31 33487 38803 1299396061 8.9168548584e-05
31 33703 56713 1911398239 9.01222229004e-05
31 33721 50153 1691209313 8.89301300049e-05
31 34183 48239 1648953737 8.98838043213e-05
31 34351 42697 1466684647 9.10758972168e-05
31 34651 55441 1921086091 9.20295715332e-05
31 34721 36457 1265823497 9.17911529541e-05
31 34807 50539 1759110973 9.20295715332e-05
31 35171 51577 1814014667 9.29832458496e-05
31 35279 42569 1501791751 9.29832458496e-05
31 35323 38959 1376148757 9.29832458496e-05
31 35353 46819 1655192107 0.000112056732178
31 35963 37253 1339729639 9.60826873779e-05
31 36209 36721 1329630689 9.60826873779e-05
31 36353 40423 1469497319 9.60826873779e-05
31 37253 43717 1628589401 9.89437103271e-05
31 37549 50989 1914585961 9.91821289062e-05
31 37643 51413 1935339559 9.89437103271e-05
31 37717 55243 2083600231 9.89437103271e-05
31 38459 52783 2029981397 0.000101089477539
31 38543 55529 2140254247 0.000101089477539
31 38861 40177 1561318397 0.000102043151855
31 38971 48397 1886079487 0.000101804733276
31 39659 46237 1833713183 0.000103950500488
31 39703 52363 2078968189 0.000105142593384
31 39847 51659 2058456173 0.000104904174805
31 39857 46447 1851238079 0.000104904174805
31 40127 51383 2061845641 0.000105142593384
31 40193 42307 1700445251 0.000104904174805
31 40583 43487 1764832921 0.000106811523438
31 40637 42457 1725325109 0.000107049942017
31 40819 47563 1941474097 0.000107049942017
31 40993 41491 1700840563 0.000107049942017
31 41183 43573 1794466859 0.000111103057861
31 41183 47609 1960681447 0.000107049942017
31 41953 42089 1765759817 0.000109910964966
31 42533 44563 1895398079 0.000111103057861
31 42787 45823 1960628701 0.000112056732178
31 42839 46327 1984602353 0.000112056732178
31 43291 43661 1890128351 0.000113010406494
31 44389 45589 2023650121 0.000115871429443
31 44887 46751 2098512137 0.00011682510376
31 45127 46027 2077060429 0.00011682510376
32 32887 100733 3312806171 8.70227813721e-05
32 32939 73453 2419468367 8.70227813721e-05
32 33073 87559 2895838807 8.79764556885e-05
32 33151 69677 2309862227 8.79764556885e-05
32 33181 104659 3472690279 8.79764556885e-05
32 33317 74317 2476019489 8.89301300049e-05
32 33601 80651 2709954251 8.9168548584e-05
32 34159 101209 3457198231 9.01222229004e-05
32 34631 123269 4268928739 9.10758972168e-05
32 34819 97301 3387923519 9.17911529541e-05
32 34847 90971 3170066437 0.000113010406494
32 34981 78713 2753459453 0.000112056732178
32 35729 110923 3963167867 9.51290130615e-05
32 35993 73327 2639258711 9.51290130615e-05
32 36011 113159 4074968749 9.51290130615e-05
32 36151 69557 2514555107 9.48905944824e-05
32 36583 76631 2803391873 9.58442687988e-05
32 36943 82571 3050420453 9.70363616943e-05
32 37019 85103 3150427957 9.70363616943e-05
32 37123 98773 3666750079 9.79900360107e-05
32 37139 82721 3072175219 9.79900360107e-05
32 37799 108803 4112644597 0.000108003616333
32 37967 97463 3700377721 0.000100135803223
32 38177 103177 3938988329 9.98973846436e-05
32 38183 106019 4048123477 0.000100135803223
32 38791 62659 2430605269 0.000102043151855
32 39043 56299 2198081857 0.000102043151855
32 39043 89897 3509848571 0.000102043151855
32 39163 68209 2671269067 0.000101804733276
32 39163 83873 3284718299 0.000102996826172
32 39191 98387 3855884917 0.000102043151855
32 39671 61231 2429095001 0.000103950500488
32 39769 97213 3866063797 0.000104904174805
32 39839 72089 2871953671 0.000103950500488
32 40009 58661 2346967949 0.000103950500488
32 40129 87313 3503783377 0.000104904174805
32 40253 74687 3006375811 0.000104904174805
32 40697 104707 4261260779 0.000105857849121
32 40853 68053 2780169209 0.000105857849121
32 40883 62467 2553838361 0.000108003616333
32 41047 88817 3645671399 0.000107049942017
32 41491 90911 3771988301 0.000109195709229
32 41593 59659 2481396787 0.000108957290649
32 41627 60899 2535042673 0.000108957290649
32 41737 79411 3314376907 0.000110149383545
32 41813 57041 2385055333 0.000108957290649
32 42403 68059 2885905777 0.000110864639282
32 42509 81553 3466736477 0.000127792358398
32 42533 78697 3347219501 0.000110864639282
32 42821 76561 3278418581 0.000112056732178
32 43013 71777 3087344101 0.000112056732178
32 43051 72977 3141732827 0.000113010406494
32 43541 56299 2451314759 0.000113964080811
32 43573 72869 3175120937 0.000113964080811
32 44071 78707 3468696197 0.000115156173706
32 44189 77647 3431143283 0.000114917755127
32 44201 56099 2479631899 0.000114917755127
32 45013 73181 3294096353 0.000117063522339
32 45247 61331 2775043757 0.000118017196655
32 45263 87337 3953134631 0.000117778778076
32 45289 67369 3051074641 0.000118017196655
32 45337 75583 3426706471 0.000118017196655
32 45641 58631 2675977471 0.000118970870972
32 46199 72559 3352153241 0.000121116638184
32 47441 76679 3637728439 0.000123023986816
32 47701 49367 2354855267 0.000123977661133
32 47791 89087 4257556817 0.000125169754028
32 48121 58481 2814164201 0.000124931335449
32 48187 77933 3755357471 0.000125169754028
32 48857 50539 2469183923 0.000126838684082
32 49123 81839 4020177197 0.000126838684082
32 49459 50923 2518600657 0.000135898590088
32 49459 82567 4083681253 0.000128984451294
32 49537 60449 2994462113 0.000128030776978
32 49613 65837 3266371081 0.000129222869873
32 49807 60343 3005503801 0.000128984451294
32 50047 72977 3652279919 0.00012993812561
32 50341 50891 2561903831 0.000130176544189
32 50587 82729 4185011923 0.000130891799927
32 50857 61493 3127349501 0.000131845474243
32 50873 77747 3955223131 0.000131845474243
32 50893 83389 4243916377 0.000132083892822
32 51241 73291 3755504131 0.000133037567139
32 51503 62143 3200550929 0.000133037567139
32 51581 65003 3352919743 0.000141143798828
32 52147 57901 3019363447 0.000136137008667
32 52369 64333 3369054877 0.000136137008667
32 52967 64067 3393436789 0.000137090682983
32 53087 58937 3128788519 0.000137090682983
32 54941 67523 3709781143 0.000142097473145
32 55147 56597 3121154759 0.000149011611938
32 56123 66137 3711806851 0.000146150588989
32 57527 58417 3360554759 0.000149011611938
32 57947 66067 3828384449 0.000149965286255
32 58363 64439 3760853357 0.000150918960571
32 60037 63809 3830900933 0.000154972076416
32 60397 65809 3974666173 0.000156164169312
32 61027 65617 4004408659 0.000156879425049
32 61837 64577 3993247949 0.000159025192261
32 61871 65479 4051251209 0.000159978866577
33 36847 130927 4824267169 9.67979431152e-05
33 37423 128021 4790929883 9.89437103271e-05
33 38219 115327 4407682613 9.98973846436e-05
33 38371 115571 4434574841 0.000122785568237
33 39023 124909 4874323907 0.000123023986816
33 39163 111317 4359507671 0.000103950500488
33 39541 119489 4724714549 0.000103950500488
33 40883 126001 5151298883 0.000108003616333
33 42697 102701 4385024597 0.000110864639282
33 42839 127609 5466641951 0.000112056732178
33 43853 109943 4821330379 0.000114917755127
33 43987 115769 5092331003 0.000114917755127
33 44053 112153 4940676109 0.000114917755127
33 44879 110183 4944902857 0.00011682510376
33 46817 101839 4767796463 0.000121831893921
33 47543 113117 5377921531 0.000139951705933
33 47917 101293 4853656681 0.000126838684082
33 48563 103889 5045161507 0.000127077102661
33 49121 130829 6426451309 0.000128030776978
33 49559 114319 5665535321 0.000128984451294
33 49711 129919 6458403409 0.000128984451294
33 49787 112339 5593021793 0.000128984451294
33 49807 127583 6354526481 0.000128984451294
33 50497 100913 5095803761 0.000130891799927
33 51193 113149 5792436757 0.000133991241455
33 52051 85601 4455617651 0.000136137008667
33 52387 95467 5001229729 0.000136137008667
33 53569 110951 5943534119 0.000139951705933
33 53923 128591 6934012493 0.000148057937622
33 54083 98873 5347348459 0.000141143798828
33 54367 100357 5456109019 0.000141859054565
33 54493 119069 6488427017 0.000140905380249
33 54667 81677 4465036559 0.000140905380249
33 54673 95063 5197379399 0.000141859054565
33 54751 126323 6916310573 0.000140905380249
33 55207 123863 6838104641 0.000142812728882
33 56113 98251 5513158363 0.000144958496094
33 56443 103231 5826667333 0.00014591217041
33 57367 78017 4475601239 0.000148057937622
33 58427 100459 5869517993 0.000150918960571
33 58439 111857 6536811223 0.000150918960571
33 58771 79613 4678935623 0.000152111053467
33 59387 86209 5119693883 0.0001540184021
33 59513 112207 6677775191 0.0001540184021
33 59879 90439 5415396881 0.000154972076416
33 60013 81293 4878636809 0.000154972076416
33 60647 95891 5815501477 0.000155925750732
33 60757 116411 7072783127 0.000155925750732
33 61283 114217 6999560411 0.000158071517944
33 61543 94841 5836799663 0.000158071517944
33 61651 102881 6342716531 0.000159025192261
33 61651 107467 6625448017 0.000159025192261
33 61843 116447 7201431821 0.000159025192261
33 61933 72383 4482896339 0.000159025192261
33 62141 93949 5838084809 0.000160932540894
33 62347 79967 4985702549 0.000160932540894
33 62383 90659 5655580397 0.000167846679688
33 64217 67433 4330344961 0.000166177749634
33 64231 77659 4988115229 0.000164985656738
33 64663 84263 5448698369 0.00016713142395
33 65413 103619 6778029647 0.000169038772583
33 65809 117773 7750523357 0.000169038772583
33 65993 110771 7310110603 0.000169992446899
33 66067 106591 7042147597 0.000169992446899
33 66529 99679 6631544191 0.000170946121216
33 66629 66821 4452216409 0.000170946121216
33 67453 87473 5900316269 0.000172853469849
33 68207 71987 4910017309 0.000174999237061
33 68227 104761 7147528747 0.000174999237061
33 68281 110977 7577620537 0.000175952911377
33 69653 77719 5413361507 0.000179052352905
33 70321 117259 8245770139 0.000180959701538
33 70937 113779 8071140923 0.000181913375854
33 70979 85853 6093760087 0.000182151794434
33 71537 93419 6682915003 0.000200986862183
33 71947 97213 6994183711 0.000185012817383
33 72043 92927 6694739861 0.000184059143066
33 73433 79259 5820226147 0.000189065933228
33 73571 108869 8009601199 0.000189065933228
33 73597 91801 6756278197 0.000188112258911
33 73999 94219 6972111781 0.000190019607544
33 75289 97453 7337138917 0.000193119049072
33 75983 84499 6420487517 0.000195026397705
33 76003 84719 6438898157 0.000195026397705
33 76847 81463 6260187161 0.000196933746338
33 77269 84319 6515244811 0.000198125839233
33 77489 106103 8221815367 0.000198125839233
33 77587 86131 6682645897 0.00019907951355
33 78137 86077 6725798549 0.000200986862183
33 79139 98887 7825818293 0.000203132629395
33 79769 101531 8099026339 0.000204086303711
33 80141 95419 7646974079 0.000205993652344
33 82013 87973 7214929649 0.000210046768188
33 82231 85361 7019320391 0.000211000442505
33 82591 87383 7217049353 0.000211000442505
33 83431 85661 7146782891 0.000257968902588
33 84631 90679 7674254449 0.000218868255615
33 84871 92683 7866098893 0.000217914581299
33 88069 94397 8313449393 0.000226020812988
33 89459 93901 8400289559 0.000229120254517
34 65587 251561 16499131307 0.000168800354004
34 66083 233183 15409432189 0.000169992446899
34 66301 154501 10243570801 0.000171184539795
34 66751 238031 15888807281 0.000171899795532
34 66931 205847 13777545557 0.000171899795532
34 67181 151901 10204861081 0.000172853469849
34 67213 227977 15323018101 0.000180959701538
34 67547 131101 8855479247 0.000174045562744
34 67939 154211 10476941129 0.000174045562744
34 68737 182593 12550895041 0.000176906585693
34 68947 141619 9764205193 0.000176906585693
34 69911 155719 10886471009 0.000180006027222
34 70207 131311 9218951377 0.000180006027222
34 70271 185467 13032951557 0.000180959701538
34 70571 231041 16304794411 0.000180959701538
34 70949 168677 11967464473 0.000182151794434
34 71263 166081 11835430303 0.00018310546875
34 71437 221401 15816223237 0.00018310546875
34 71821 233509 16770849889 0.000184059143066
34 72379 166189 12028593631 0.000185966491699
34 72559 127973 9285592907 0.000185966491699
34 72739 170327 12389415653 0.000187158584595
34 73019 168227 12283767313 0.000187873840332
34 73607 177481 13063843967 0.000188827514648
34 73727 150967 11130344009 0.00019097328186
34 74357 151561 11269621277 0.00019097328186
34 74861 185831 13911494491 0.000191926956177
34 74887 184447 13812682489 0.000191926956177
34 74923 134353 10066129819 0.000193119049072
34 75703 153641 11631084623 0.000194072723389
34 76603 180097 13795970491 0.000195980072021
34 77267 120233 9290043211 0.00019907951355
34 77267 204797 15824049799 0.000196933746338
34 77359 186283 14410666597 0.000197887420654
34 77801 152461 11861618261 0.000200033187866
34 78283 208309 16307053447 0.000199794769287
34 79601 214141 17045837741 0.000203847885132
34 80897 199373 16128677581 0.00020694732666
34 80929 173209 14017631161 0.000207185745239
34 81049 121157 9819653693 0.000208139419556
34 81331 126491 10287639521 0.000220060348511
34 81439 145069 11814274291 0.000209093093872
34 81703 155461 12701630083 0.000209093093872
34 82307 159707 13145004049 0.000211000442505
34 82471 160033 13198081543 0.000211000442505
34 82493 117977 9732276661 0.000211000442505
34 83117 123049 10227463733 0.000212907791138
34 83203 158261 13167789983 0.000211954116821
34 84431 103561 8743758791 0.000216007232666
34 84761 130147 11031389867 0.000223159790039
34 84967 128393 10909168031 0.000217199325562
34 85243 126757 10805146951 0.000218152999878
34 85571 137849 11795876779 0.000219106674194
34 88817 124171 11028495707 0.000226974487305
34 89867 154127 13850931109 0.000228881835938
34 89867 164431 14776920677 0.000236988067627
34 90599 100673 9120873127 0.000231981277466
34 90631 123059 11152960229 0.000233173370361
34 90793 121531 11034164083 0.000239849090576
34 90847 170497 15489140959 0.000232934951782
34 90907 145601 13236150107 0.000232934951782
34 91081 160877 14652838037 0.000231981277466
34 91309 126823 11580081307 0.000233173370361
34 91433 156899 14345746267 0.000232934951782
34 91753 152567 13998479951 0.000233888626099
34 91943 99709 9167544587 0.000234842300415
34 92189 158573 14618686297 0.000235080718994
34 92461 171439 15851421379 0.000236034393311
34 92593 146777 13590522761 0.000236034393311
34 93529 150967 14119792543 0.000257968902588
34 93703 133321 12492577663 0.00023889541626
34 94597 155137 14675494789 0.000241994857788
34 94723 115613 10951210199 0.000241041183472
34 95003 120847 11480827541 0.000242948532104
34 95063 170299 16189133837 0.000241994857788
34 95191 109913 10462728383 0.000242948532104
34 96001 111829 10735695829 0.000243902206421
34 96263 160001 15402176263 0.000245094299316
34 97303 167269 16275775507 0.000248193740845
34 97849 105137 10287550313 0.000248908996582
34 98101 132383 12986904683 0.000249862670898
34 98227 137507 13506900089 0.000249862670898
34 98939 137363 13590557857 0.000259876251221
34 100297 153077 15353163869 0.000256061553955
34 103141 115637 11926915817 0.000313997268677
34 103903 154643 16067871629 0.000263929367065
34 104047 108863 11326868561 0.000265121459961
34 104701 112459 11774569759 0.000266075134277
34 108089 130783 14136203687 0.000274896621704
34 109049 131779 14370368171 0.000277042388916
34 109363 154073 16849885499 0.000277996063232
34 109751 120721 13249250471 0.000278949737549
34 113749 149717 17030159033 0.000290155410767
34 114553 134263 15380229439 0.000292778015137
34 117503 135389 15908613667 0.000308990478516
34 118901 132851 15796116751 0.000303983688354
34 119233 126097 15034923601 0.000303983688354
34 124153 133153 16531344409 0.000316858291626
34 125821 132367 16654548307 0.000320196151733
34 130279 130483 16999194757 0.000330924987793
35 69847 262079 18305431913 0.000180006027222
35 73637 255947 18847169239 0.000190019607544
35 73643 260171 19159772953 0.000188827514648
35 75937 228421 17345605477 0.000195026397705
35 76961 258691 19909118051 0.000197887420654
35 77383 238079 18423267257 0.00019907951355
35 80363 214733 17256588079 0.000205993652344
35 81331 218987 17810431697 0.000208854675293
35 81707 230507 18834035449 0.000235080718994
35 82007 261281 21426870967 0.000210046768188
35 82457 231109 19056554813 0.000211000442505
35 82487 232459 19174845533 0.000211954116821
35 83077 228793 19007436061 0.000213146209717
35 83101 233939 19440564839 0.000213146209717
35 84731 254537 21567174547 0.000216960906982
35 87013 249143 21678679859 0.000221967697144
35 87557 245561 21500584477 0.000229835510254
35 87701 259009 22715348309 0.000225067138672
35 88211 229693 20261449223 0.000225067138672
35 90947 191677 17432448119 0.000236034393311
35 91079 250979 22858916341 0.000232934951782
