# bitsize(pq) p q pq trialdiv
35 136067 139969 19045161923 0.000473022460938
35 137183 172993 23731698719 0.000457048416138
35 139609 149497 20871126673 0.000463962554932
35 142939 221603 31675711217 0.000483989715576
35 143261 183059 26225215399 0.000475883483887
35 144701 184369 26678378669 0.000481128692627
35 146309 196871 28803999139 0.000494956970215
35 146849 151121 22191967729 0.000485897064209
35 147163 156887 23087961581 0.000488996505737
35 148139 210247 31145780333 0.000515937805176
35 148927 166987 24868872949 0.000495910644531
35 149921 207061 31042792181 0.00049901008606
35 150551 208283 31357213933 0.000500917434692
35 151241 175993 26617357313 0.000500917434692
35 151343 186113 28166899759 0.000503063201904
35 151703 179657 27254505871 0.000501871109009
35 151769 170749 25914404981 0.000535011291504
35 154883 182587 28279622321 0.000514984130859
35 155381 165083 25650761623 0.000516176223755
35 155893 160117 24961119481 0.000516891479492
35 160073 173053 27701112869 0.000530958175659
35 160169 170207 27261884983 0.000546932220459
35 168601 179233 30218863033 0.000584840774536
35 174257 179903 31349357071 0.000576972961426
36 131249 484327 63567434423 0.00043797492981
36 131561 404513 53218134793 0.000438928604126
36 131759 449921 59281141039 0.000441074371338
36 132961 410411 54568656971 0.000442981719971
36 133073 290621 38673808333 0.000441789627075
36 133451 487381 65041481831 0.000469923019409
36 134471 433117 58241676107 0.000447988510132
36 134789 418289 56380756021 0.000447988510132
36 135701 503717 68354900617 0.000452041625977
36 136193 402869 54867937717 0.000452995300293
36 136277 499637 68089031449 0.000455141067505
36 136361 319811 43609747771 0.000454902648926
36 137191 422249 57928762559 0.000457048416138
36 140009 396031 55447904279 0.000468015670776
36 140143 485647 68060027521 0.000465869903564
36 142057 476087 67631490959 0.000473022460938
36 143111 321301 45981707411 0.00047492980957
36 144073 340283 49025592659 0.000478029251099
36 144161 307423 44318407103 0.000478029251099
36 144709 335411 48536990399 0.000504016876221
36 145361 441479 64173828919 0.000485181808472
36 145679 254279 37043110441 0.000484943389893
36 148091 427913 63370064083 0.000494003295898
36 148633 361843 53781810619 0.000494956970215
36 148691 294337 43765262867 0.000494956970215
36 148991 260959 38880542369 0.000495910644531
36 149033 252319 37603857527 0.000508069992065
36 149519 322627 48238866413 0.000494956970215
36 149561 392593 58716601673 0.000495910644531
36 151673 412073 62500348129 0.000504016876221
36 154291 313129 48312986539 0.000511884689331
36 155443 434927 67606357661 0.000515937805176
36 156307 415963 65017928641 0.000519037246704
36 157321 289319 45515954399 0.00052809715271
36 157457 371669 58521885733 0.000524044036865
36 157679 429851 67778475829 0.000524997711182
36 158371 308663 48883267973 0.000527143478394
36 160009 425291 68050387619 0.000530958175659
36 160367 399769 64109755223 0.000532150268555
36 161123 400429 64518321767 0.000540018081665
36 161683 277301 44834857583 0.000536918640137
36 162119 350213 56776181347 0.00053882598877
36 162529 271003 44045846587 0.000540018081665
36 162881 282313 45983423753 0.000540971755981
36 163307 292933 47838009431 0.000542163848877
36 166781 369647 61650096307 0.000563859939575
36 166849 247391 41276940959 0.000554084777832
36 168089 285709 48024540101 0.000559091567993
36 168409 217717 36665502253 0.000559091567993
36 169627 378439 64193472253 0.000596046447754
36 169919 398303 67679247457 0.000565052032471
36 170887 251197 42926301739 0.000575065612793
36 171179 328777 56279718083 0.000566959381104
36 171889 345817 59442138313 0.000571966171265
36 172999 352097 60912428903 0.000572919845581
36 173347 305857 53019393379 0.000574827194214
36 173993 312311 54339927823 0.000576972961426
36 174673 379319 66256787687 0.000585079193115
36 176089 253423 44625002647 0.000586032867432
36 176321 240853 42467441813 0.000584125518799
36 176357 362339 63901019023 0.000602960586548
36 176777 365537 64618534249 0.000585079193115
36 176923 270379 47836263817 0.000586032867432
36 177433 318377 56490586241 0.000601053237915
36 177883 215953 38414367499 0.000588178634644
36 177949 254929 45364360621 0.000589847564697
36 178103 195787 34870252061 0.000590085983276
36 180361 298777 53887718497 0.000597953796387
36 180679 259691 46920710189 0.000598907470703
36 181889 234007 42563299223 0.000607013702393
36 183587 298373 54777403951 0.000608921051025
36 184903 228197 42194309891 0.000613927841187
36 185099 370661 68608980439 0.000612020492554
36 187349 214561 40197788789 0.000629901885986
36 187361 246319 46150574159 0.000626802444458
36 189473 246713 46745452249 0.000625848770142
36 189743 267863 50825129209 0.000627994537354
36 192103 282559 54280431577 0.000635862350464
36 194269 295007 57310714883 0.000643968582153
36 195341 215297 42056331277 0.00064492225647
36 195359 322271 62958540289 0.000657081604004
36 195407 345953 67601637871 0.000647068023682
36 198013 259949 51473281337 0.000657081604004
36 199933 279709 55923059497 0.000663042068481
36 203869 228509 46585901321 0.00067400932312
36 205703 326113 67082422439 0.000685930252075
36 206303 234743 48428185129 0.00068187713623
36 209837 290107 60875182559 0.000694036483765
36 210671 227629 47954829059 0.000694990158081
36 211093 300301 63391438993 0.000696897506714
36 211129 280013 59118864677 0.000703096389771
36 216133 226669 48990650977 0.000726938247681
36 216649 297113 64369234337 0.000744104385376
36 217081 235349 51089796269 0.00071907043457
36 219787 294397 64704633439 0.000728130340576
36 222793 306689 68328162377 0.000752925872803
36 225167 246899 55593507133 0.000745058059692
36 235181 241013 56681678353 0.000776052474976
36 242509 257611 62472985999 0.000798940658569
36 252017 265819 66990906923 0.000838041305542
37 140603 514793 72381440179 0.000469923019409
37 143831 483467 69537542077 0.000478982925415
37 155009 495791 76852067119 0.000515937805176
37 159571 454721 72560284691 0.000530004501343
37 165877 506731 84055018087 0.000549077987671
37 170021 404497 68772984437 0.000566005706787
37 173183 429733 74422450139 0.000601053237915
37 173183 464351 80417699233 0.000575065612793
37 176503 396919 70057394257 0.000586986541748
37 176713 417457 73770078841 0.000586986541748
37 181751 515839 93754254089 0.000602006912231
37 184553 490453 90514572509 0.000623941421509
37 185177 427423 79148908871 0.000615119934082
37 185359 372443 69035662037 0.000612020492554
37 188273 371417 69927792841 0.000643968582153
37 188563 486869 91805479247 0.000625133514404
37 189223 416011 78718849453 0.000627994537354
37 191749 463231 88824081019 0.000641107559204
37 192239 509867 98016322213 0.000638008117676
37 193513 363829 70405641277 0.000642061233521
37 198427 412949 81940231223 0.000676155090332
37 198571 363541 72188699911 0.000657081604004
37 198959 357563 71140376917 0.000675916671753
37 200351 491707 98513989157 0.000681161880493
37 201589 345673 69683874397 0.000666856765747
37 203843 339341 69172287463 0.00067400932312
37 204487 462437 94562354819 0.000701904296875
37 205399 381791 78419489609 0.00073504447937
37 205417 479569 98511625273 0.000683069229126
37 205589 489457 100626975173 0.000684022903442
37 208231 343411 71508815941 0.000693798065186
37 210229 471533 99129911057 0.000696897506714
37 210599 386537 81404305663 0.000743865966797
37 211333 506873 107118991709 0.000702142715454
37 214009 334897 71670972073 0.000730037689209
37 214691 508727 109219108357 0.000706911087036
37 215471 434689 93662873519 0.000715970993042
37 216841 399499 86627762659 0.000725030899048
37 219889 337219 74150748691 0.000727891921997
37 220919 333299 73632081781 0.000730991363525
37 222713 336983 75050494879 0.000737190246582
37 223637 398921 89213495677 0.000740051269531
37 224153 364349 81669921397 0.000756978988647
37 225871 494381 111666330851 0.000750064849854
37 226241 368957 83473200637 0.000747919082642
37 231289 511559 118317969551 0.000784158706665
37 233071 310567 72384161257 0.000776052474976
37 233911 331523 77546876453 0.000791788101196
37 236287 352333 83251707571 0.000781059265137
37 237487 473719 112502104153 0.000785112380981
37 238471 387791 92476907561 0.000787973403931
37 240587 288907 69507268409 0.000799894332886
37 240893 364271 87750334003 0.000797033309937
37 241271 304981 73583070851 0.000797986984253
37 242659 366683 88978930097 0.000802040100098
37 243109 506173 123055211857 0.000815868377686
37 243623 327923 79889585029 0.000807046890259
37 243707 291791 71111509237 0.000805139541626
37 246329 289511 71314955119 0.000840187072754
37 246979 386977 95575192483 0.000818014144897
37 251081 374893 94128509333 0.00083589553833
37 251707 311419 78386342233 0.000834941864014
37 253417 468893 118825457381 0.000836133956909
37 253909 333449 84665702141 0.000836133956909
37 254987 388621 99093302927 0.000844955444336
37 260047 347993 90494535671 0.000856161117554
37 261229 300397 78472407913 0.000862121582031
37 261721 498761 130536227681 0.00086498260498
37 262187 291649 76466576363 0.000874042510986
37 263957 457547 120772733479 0.000869035720825
37 267763 434437 116326154431 0.000882148742676
37 269341 342691 92300736631 0.000885963439941
37 270761 294053 79618084333 0.000901937484741
37 271451 465209 126281448259 0.00089693069458
37 273803 338369 92646447307 0.000944852828979
37 273857 497711 136301641327 0.000907897949219
37 274693 494471 135827722403 0.000913143157959
37 277639 482281 133900014559 0.00091814994812
37 278809 438133 122155423597 0.000919818878174
37 279553 383611 107239605883 0.000925064086914
37 281357 317693 89385149401 0.000943899154663
37 282143 286619 80867544517 0.00092887878418
37 282767 398471 112674449257 0.00100517272949
37 284423 440941 125413762043 0.000937938690186
37 284741 404291 115118223631 0.000948190689087
37 286421 417181 119489399201 0.000944137573242
37 289511 323567 93676205737 0.000953912734985
37 292267 348209 101769999803 0.000963926315308
37 297133 436741 129770163553 0.000981092453003
37 297809 350029 104241786461 0.000982046127319
37 299857 303689 91063272473 0.000993013381958
37 301319 445363 134196333797 0.00101399421692
37 303089 389981 118198951309 0.00100612640381
37 306209 430981 131970261029 0.00101399421692
37 306853 358931 110139054143 0.00102996826172
37 312353 425149 132796565597 0.00103902816772
37 316423 331259 104817966557 0.00104093551636
37 323879 383729 124281764791 0.00108599662781
37 327251 377123 123413878873 0.00108194351196
37 327277 366347 119896947119 0.00107884407043
38 262153 655069 171728303557 0.00086498260498
38 262193 635147 166531097371 0.000864028930664
38 263647 626011 165045922117 0.000904083251953
38 265547 778643 206766312721 0.000874042510986
38 266417 906263 241443869671 0.00088095664978
38 268813 627059 168561610967 0.000890016555786
38 272417 649093 176823967781 0.000905990600586
38 275059 921169 253375823971 0.000908851623535
38 281063 858101 241180441363 0.00092601776123
38 282913 780851 220912898963 0.000929117202759
38 283501 917771 260188996271 0.000942945480347
38 284293 612217 174049007581 0.000941038131714
38 284467 483629 137576490743 0.000959873199463
38 285553 715903 204428249359 0.00094199180603
38 286063 729947 208810828661 0.00095796585083
38 288853 490223 141602384219 0.000955104827881
38 290347 887701 257741322247 0.000961780548096
38 290531 482971 140318047601 0.000968933105469
38 291833 580183 169316545439 0.00096583366394
38 292471 648211 189582919381 0.000967979431152
38 293803 531571 156177154513 0.000971794128418
38 294131 685109 201511795279 0.000978946685791
38 297191 924683 274807465453 0.000981092453003
38 299617 811273 243071182441 0.000990152359009
38 300787 567811 170790167257 0.000993013381958
38 301531 781987 235793322097 0.00100803375244
38 302507 670349 202785264943 0.000999927520752
38 304009 695477 211431267293 0.00101518630981
38 304847 894139 272575591733 0.00101399421692
38 305743 662773 202638205339 0.00100708007812
38 307163 711817 218643845171 0.00101399421692
38 310553 666983 207133571599 0.00102496147156
38 312841 526271 164639145911 0.00104308128357
38 313241 605879 189786143839 0.00105285644531
38 313351 809843 253765113893 0.00105404853821
38 316037 602647 190458749939 0.00106501579285
38 322271 615289 198289801319 0.00106000900269
38 327401 763649 250019446249 0.00108218193054
38 331537 586153 194331407161 0.00110006332397
38 331651 429547 142459692097 0.00110292434692
38 335809 431141 144781028069 0.00110721588135
38 336113 571673 192146727049 0.00114393234253
38 341141 695677 237323947457 0.0011420249939
38 344171 773561 266237262931 0.00113606452942
38 344429 635507 218887040503 0.00113892555237
38 344543 779477 268563344011 0.00114798545837
38 347513 753373 261806911349 0.00114798545837
38 351851 572461 201420975311 0.00116300582886
38 353021 463093 163481553953 0.00117182731628
38 353711 768931 271979352941 0.00116801261902
38 354883 452983 160755965989 0.0011739730835
38 356333 398423 141971262859 0.00117802619934
38 358591 710459 254764203269 0.0011899471283
38 363403 704801 256126797803 0.00121402740479
38 367273 580969 213374227537 0.00124096870422
38 371383 611297 227025313751 0.00124406814575
38 373207 625103 233292815321 0.00123190879822
38 373943 414577 155028167111 0.00123405456543
38 374501 466283 174623449783 0.00124001502991
38 375931 679909 255598870279 0.00123810768127
38 376853 427681 161172867893 0.00132298469543
38 377633 395261 149263597213 0.00124406814575
38 377761 705781 266616536341 0.00124597549438
38 378289 630677 238578171653 0.00126194953918
38 380917 586121 223263452957 0.00125789642334
38 381673 472249 180244692577 0.00125694274902
38 382363 552523 211264351849 0.00126600265503
38 382919 506479 193940432201 0.00126194953918
38 383051 443123 169738708273 0.00125217437744
38 384599 497999 191529917401 0.00127005577087
38 386537 465293 179852960341 0.00127506256104
38 387197 484609 187639150973 0.00129890441895
38 391441 528197 206757961877 0.00134205818176
38 392263 670577 263042545751 0.00134205818176
38 392981 557521 219095160101 0.00130796432495
38 392983 588151 231133344433 0.00133991241455
38 393073 448829 176422561517 0.00129580497742
38 395959 556693 220427603587 0.00130605697632
38 398989 470021 187533208769 0.0013530254364
38 401101 662897 265888649597 0.00133895874023
38 406561 623563 253516396843 0.00135684013367
38 409349 437137 178941593813 0.00134992599487
38 409579 552821 226423872359 0.00141787528992
38 417577 583981 243857034037 0.00141406059265
38 417793 449347 187734031171 0.00137901306152
38 417811 587659 245530394449 0.00137782096863
38 418339 468133 195838291087 0.00140500068665
38 422183 577613 243858389179 0.00139689445496
38 423347 433549 183541668503 0.00141406059265
38 425417 603563 256765960771 0.00140500068665
38 444967 594857 264691734719 0.00147008895874
38 454277 528433 240054957941 0.00150609016418
38 454679 490921 223211469359 0.00152111053467
38 459127 507371 232947725117 0.0015230178833
38 464213 590813 274263075169 0.00153183937073
38 477677 559451 267236875327 0.00157403945923
38 481549 553279 266430949171 0.00159788131714
38 482767 491651 237352878317 0.00159096717834
38 493301 504937 249085927037 0.00165009498596
38 514841 516871 266106382511 0.00170016288757
39 271003 1047173 283787024519 0.000921964645386
39 307147 1031761 316902295867 0.0010199546814
39 311561 914491 284919730451 0.001051902771
39 315671 922261 291131052131 0.00106596946716
39 320053 1033661 330826304033 0.00109505653381
39 328787 845983 278148212621 0.00108695030212
39 334031 841879 281213684249 0.00112080574036
39 337853 882157 298039388921 0.00113296508789
39 340079 969763 329796031277 0.00112795829773
39 344479 936619 322645576501 0.00113701820374
39 346369 912497 316060673393 0.00114679336548
39 348949 985819 344000554231 0.00115299224854
39 354839 922069 327186041891 0.00116491317749
39 356869 954677 340694626313 0.00119209289551
39 362801 764249 277270301449 0.00122594833374
39 364373 834913 304219754549 0.00120306015015
39 370199 971759 359744210041 0.00122213363647
39 371981 813343 302548142483 0.0012309551239
39 381167 865639 329953020713 0.00125813484192
39 383681 961151 368775376831 0.00126314163208
39 388373 860791 334307983043 0.00130295753479
39 390821 868451 339408888271 0.00130295753479
39 392279 749587 294047238773 0.00129699707031
39 392297 910627 357236240219 0.001305103302
39 392723 1012507 397634786561 0.00129294395447
39 408413 767537 313472088781 0.00134515762329
39 411233 675109 277627099397 0.00136089324951
39 411707 887171 365254510897 0.00139093399048
39 412663 696719 287510152697 0.00138783454895
39 415879 790897 328917453463 0.00137209892273
39 417187 754861 314918196007 0.00137305259705
39 430979 915589 394599631631 0.00143694877625
39 432001 664067 286877608067 0.00142407417297
39 447019 696679 311428749901 0.00147104263306
39 447233 881597 394279271101 0.00148391723633
39 450311 719699 324088376389 0.00150489807129
39 450881 1021253 460463573893 0.00149488449097
39 455659 1014061 462066021199 0.00157618522644
39 456517 950071 433723562707 0.00150394439697
39 460561 876817 403827714337 0.00152277946472
39 461921 845833 390708025193 0.00152206420898
39 474433 867509 411574897397 0.0015881061554
39 477991 934487 446676375617 0.00168395042419
39 481619 657193 316516635467 0.00160002708435
39 489677 1038523 508540827071 0.00161695480347
39 491299 965399 474299563301 0.00161814689636
39 493531 1004161 495584582491 0.00162410736084
39 499157 643099 321007367543 0.00165605545044
39 504353 588893 297009951229 0.00217509269714
39 505027 670097 338417077619 0.00166296958923
39 511793 882187 451497131291 0.00169897079468
39 511897 974431 498808305607 0.00171089172363
39 511909 979519 501424591771 0.00172305107117
39 514741 835673 430155155693 0.00170397758484
39 518179 655181 339501035399 0.00174307823181
39 519733 929483 483082988039 0.00171899795532
39 521161 825647 430295016167 0.0017249584198
39 523169 638861 334232270509 0.00175189971924
39 525773 651943 342774026939 0.00173783302307
39 528001 546097 288339762097 0.00175786018372
39 532069 726457 386525249533 0.00175714492798
39 532391 536423 285586777393 0.00176310539246
39 533413 892763 476211390119 0.00176191329956
39 534311 858899 458919183589 0.00180792808533
39 536407 870031 466690718617 0.00176906585693
39 544277 602627 327996015679 0.00181102752686
39 546323 922679 504080759317 0.00182199478149
39 546367 829319 453112534073 0.0018298625946
39 547663 959489 525476624207 0.0018310546875
39 548117 658321 360836931557 0.00181698799133
39 551339 727667 401191196113 0.00182199478149
39 551557 887059 489263600863 0.00188398361206
39 562333 610199 343135034267 0.00185704231262
39 568609 577981 328645198429 0.00192999839783
39 569197 902471 513683785787 0.0018789768219
39 570113 603913 344298652169 0.00191807746887
39 570527 912929 520850643583 0.0018789768219
39 582499 835039 486409382461 0.00193405151367
39 584723 818011 478309845953 0.00194597244263
39 588619 802709 472489768871 0.00197005271912
39 592649 738383 437601946567 0.00195717811584
39 600233 875741 525648647653 0.0019850730896
39 603467 837833 505604567011 0.00199007987976
39 604069 663161 400595002109 0.00202894210815
39 607667 831851 505488401617 0.00200605392456
39 608389 641441 390245648549 0.00201106071472
39 608851 722977 440185269427 0.00200486183167
39 611921 672227 411349818067 0.00201916694641
39 613421 723493 443805799553 0.00206112861633
39 617473 829001 511885734473 0.00203680992126
39 620491 653879 405726034589 0.00205898284912
39 621227 679909 422377828343 0.00207591056824
39 628997 723193 454886227421 0.0021059513092
39 634969 648931 412051068139 0.00209617614746
39 639253 659629 421669817137 0.00212383270264
39 648889 665279 431692225031 0.00214195251465
39 660073 810757 535158805261 0.00218510627747
39 668581 753383 503697559523 0.00225305557251
39 673327 773023 520497257521 0.00221991539001
39 702721 756919 531902876599 0.00232815742493
40 525191 1199689 630065865599 0.00175404548645
40 526037 1885439 991810675243 0.00175905227661
40 526937 1418569 747496493153 0.00173282623291
40 531337 1288783 684778092871 0.00178694725037
40 536563 1768853 949101072239 0.00177788734436
40 537611 1691633 909440508763 0.00179719924927
40 538471 1904897 1025731792487 0.00180101394653
40 539947 1865849 1007459570003 0.00178599357605
40 540803 1585313 857342026339 0.00180006027222
40 546569 1977119 1080631954711 0.00180292129517
40 547787 1889389 1034982732143 0.00182008743286
40 553643 1515809 839217042187 0.00182795524597
40 556573 1281043 712993945639 0.00187206268311
40 556763 1834669 1021475816447 0.00186204910278
40 558149 1464289 817291441061 0.00184607505798
40 564163 1227053 692257901639 0.00186395645142
40 564227 1200083 677119230841 0.00189113616943
40 565379 1444273 816561624467 0.00188994407654
40 567097 1544113 875661849961 0.00188493728638
40 577081 1152649 665171837569 0.0019052028656
40 578581 1507487 872203335947 0.0019268989563
40 579641 1420121 823160356561 0.00199413299561
40 579869 1124741 652202438929 0.00193881988525
40 580711 1308709 759981712099 0.00192999839783
40 581521 1262939 734425550219 0.00192284584045
40 592507 1809491 1072136083937 0.00204801559448
40 593507 1431977 849888373339 0.00197601318359
40 595339 1408397 838473661583 0.00197100639343
40 601201 1103107 663189031507 0.00198984146118
40 601319 1456561 875857803959 0.00199913978577
40 601507 1649797 992364444079 0.00199604034424
40 610339 1062409 648429646651 0.00204086303711
40 610739 1719217 1049992871363 0.00204300880432
40 617809 1348063 832845453967 0.00207304954529
40 619657 1114471 690589756447 0.00205087661743
40 622301 1050737 653874685837 0.0020899772644
40 622331 958871 596735148301 0.00207710266113
40 622477 1511947 941152232719 0.00206208229065
40 623767 995119 620722393273 0.00206589698792
40 627919 1090597 684806577643 0.00206995010376
40 628973 1659683 1043895795559 0.00213289260864
40 638581 1325263 846287771803 0.00210690498352
40 642517 1398451 898528541167 0.00212788581848
40 648997 1140697 740308930909 0.00213980674744
40 653357 1280803 836821605671 0.00218510627747
40 653743 1012171 661699706053 0.00217318534851
40 657473 1535741 1009708242493 0.00218510627747
40 657719 1424881 937171306439 0.00218296051025
40 661477 918259 607407208543 0.0021800994873
40 663797 857099 568939744903 0.00221490859985
40 666959 1500143 1000533875137 0.00219202041626
40 669923 1381519 925511353037 0.00221610069275
40 673553 1089113 733575328489 0.00224208831787
40 674299 1290853 870420887047 0.00222206115723
40 675251 1054181 711836774431 0.0022280216217
40 675611 818359 552892342349 0.0022189617157
40 676679 1524433 1031551798007 0.00223612785339
40 691931 1356947 938913694657 0.0022668838501
40 693779 1279961 888010062619 0.00229287147522
40 696181 1382159 962232834779 0.00230503082275
40 702733 1394389 979883165137 0.00231194496155
40 707219 1043849 738229845931 0.00234794616699
40 711649 1326943 944317659007 0.00236511230469
40 717229 1310797 940141621513 0.00238394737244
40 729649 1092391 797062000759 0.00241494178772
40 744607 759523 565546142461 0.00246787071228
40 751237 1254791 942645426467 0.00250911712646
40 755449 1177697 889690020953 0.00250196456909
40 766273 955379 732081132467 0.00253105163574
40 778439 1230637 957975835643 0.0025749206543
40 785839 1112381 874152372659 0.00260210037231
40 788023 1064867 839139687941 0.00260210037231
40 795533 1144667 910620372511 0.00262999534607
40 796561 1332941 1061768815901 0.00262880325317
40 800669 995119 796760934611 0.00263905525208
40 801677 946109 758473824793 0.00264692306519
40 808021 961811 777163486031 0.00266218185425
40 808187 849127 686253402749 0.00267505645752
40 809189 1187623 961011467747 0.00266599655151
40 809401 1133681 917602535081 0.002681016922
40 817603 1266301 1035331496503 0.0027060508728
40 827719 945179 782342616701 0.00273203849792
40 831653 994229 826853530537 0.00275087356567
40 837439 1155929 968020025831 0.00277590751648
40 845111 958367 809926493737 0.00278997421265
40 845659 1041983 881162301797 0.00278997421265
40 860647 1133897 975885051359 0.00284099578857
40 873541 1051397 918438386777 0.00289607048035
40 877601 1099843 965223316643 0.00289607048035
40 878299 975277 856584813823 0.00291800498962
40 887837 1223447 1086221514139 0.00293302536011
40 906557 1033369 936807900533 0.00301003456116
40 930841 1058249 985061557409 0.00308084487915
40 934939 979949 916192538111 0.00310206413269
40 935059 995513 930863390267 0.00309801101685
40 950819 1131079 1075451403701 0.00314497947693
40 977881 992357 970407055517 0.00326895713806
40 982351 1069597 1050719682547 0.00324702262878
40 1008913 1067849 1077366738137 0.00334501266479
40 1015481 1056463 1072818103703 0.00335097312927
41 533969 2079353 1110310042057 0.00176620483398
41 564089 2007659 1132498357651 0.00190997123718
41 579967 2051167 1189609171489 0.00193095207214
41 640307 1775171 1136654417497 0.0021390914917
41 649813 1775219 1153560384047 0.00213193893433
41 655223 1756969 1151206499087 0.00223588943481
41 688357 2037349 1402423445593 0.00226402282715
41 691051 1621079 1120248264029 0.00227403640747
41 691409 1741127 1203830877943 0.00227284431458
41 709057 1739021 1233065013197 0.00240707397461
41 711307 2042399 1452772705493 0.00235199928284
41 728293 1612957 1174705292401 0.00242519378662
41 732073 1526561 1117554090953 0.00242590904236
41 733067 1855807 1360430870069 0.00243997573853
41 735419 1553869 1142744786111 0.00242900848389
41 749323 2089361 1565606252603 0.00248599052429
41 752009 2092661 1573699905949 0.00248694419861
41 758929 1811071 1374474302959 0.00251984596252
41 759371 1601521 1216148603291 0.00252485275269
41 762397 1893589 1443666572833 0.00252604484558
41 767647 1533221 1176972500987 0.00252199172974
41 770183 1584389 1220269473187 0.00253987312317
41 775163 1773613 1374839173919 0.00256490707397
41 790057 1571663 1241703354791 0.00259900093079
41 792307 1719659 1362497863313 0.00263118743896
41 800897 1865569 1494128615393 0.00265192985535
41 807221 1618973 1306869004033 0.00266790390015
41 818189 2020477 1653132056153 0.00271987915039
41 825479 1795979 1482542948941 0.00276303291321
41 850261 1937311 1647219988171 0.0028121471405
41 853823 1416739 1209644343197 0.00282120704651
41 875773 1426891 1249632611743 0.00289988517761
41 877651 1815497 1593372757547 0.002925157547
41 878359 1779163 1562743833517 0.00289797782898
41 889901 1703593 1516029114293 0.00294184684753
41 904399 1789163 1618117228037 0.00291514396667
41 908353 2095837 1903759826461 0.00302791595459
41 908653 1870859 1699961642927 0.00301599502563
41 908741 1725583 1568108021003 0.00299286842346
41 946327 1687937 1597340357399 0.0031418800354
41 951479 1594883 1517497681957 0.00310492515564
41 970987 1623667 1576559549329 0.00320291519165
41 981823 2058341 2020926535643 0.00324511528015
41 986497 1499353 1479107236441 0.00324392318726
41 986509 2057599 2029839931891 0.00324106216431
41 993269 1531331 1521023611039 0.00326609611511
41 996979 1497043 1492520433097 0.00329184532166
41 999769 1404547 1404222549643 0.00331616401672
41 1001797 1820009 1823279556173 0.00329494476318
41 1003201 1349753 1354073559353 0.00331091880798
41 1012513 1896211 1919938288243 0.00335192680359
41 1029943 1143943 1178196085249 0.00338506698608
41 1031633 1791787 1848466598171 0.00339484214783
41 1033181 1297781 1340842671361 0.00342297554016
41 1034567 1671311 1729083207337 0.00340390205383
41 1038707 1794361 1863815331227 0.00342202186584
41 1045063 1072943 1121293030409 0.00344300270081
41 1052731 1162859 1224177717929 0.00346302986145
41 1055731 1175353 1240856598043 0.00347399711609
41 1058807 1592117 1685744624419 0.00346899032593
41 1059161 1279627 1355331012947 0.00347995758057
41 1063891 1942091 2066173136081 0.00350213050842
41 1068941 1352893 1446162796313 0.00351405143738
41 1076111 1643129 1768189191319 0.00355100631714
41 1079983 2023453 2185294841299 0.00355386734009
41 1084547 1193261 1294147637767 0.00359392166138
41 1085269 1179337 1279897886653 0.00361204147339
41 1089629 1207957 1316224977953 0.00358080863953
41 1091521 1758877 1919851181917 0.00360107421875
41 1096703 1507423 1653195326369 0.00361704826355
41 1116677 1398841 1562053571357 0.00367498397827
41 1119397 1510199 1690512230003 0.00368499755859
41 1123211 1624627 1824798917297 0.00369906425476
41 1142321 1777981 2031025033901 0.00376105308533
41 1146799 1306933 1498789457467 0.00377702713013
41 1151089 1626949 1872763097461 0.00378203392029
41 1151519 1257911 1448508416809 0.00381088256836
41 1165721 1629997 1900121732837 0.00383591651917
41 1167217 1301413 1519031377621 0.00388407707214
41 1172671 1493813 1751751184523 0.00387191772461
41 1185337 1708829 2025538240373 0.00390291213989
41 1195837 1461667 1747915480279 0.00395202636719
41 1222801 1715537 2097760359137 0.00410103797913
41 1224851 1430381 1752003598231 0.0040271282196
41 1239943 1575239 1953206571377 0.00415778160095
41 1241489 1286371 1597015446419 0.00405883789062
41 1252639 1469557 1840824410923 0.00412583351135
41 1253401 1616677 2026344568477 0.00411701202393
41 1256449 1434913 1802895003937 0.00412201881409
41 1258267 1316177 1656102085259 0.00414109230042
41 1260143 1381291 1740624184613 0.0041401386261
41 1284443 1500647 1927495534621 0.00427103042603
41 1297057 1311377 1700930717489 0.00425100326538
41 1297631 1433413 1860041144603 0.00427317619324
41 1312319 1521757 1997030624483 0.00429606437683
41 1344641 1544449 2076729447809 0.00438809394836
41 1346971 1540963 2075632473073 0.00441408157349
41 1356227 1529327 2074114569229 0.00443601608276
41 1400801 1503431 2106007648231 0.00459694862366
41 1433821 1491547 2138611411087 0.00468802452087
42 1048889 3906137 4097104131793 0.00342798233032
42 1050593 2973767 3124218793831 0.00344395637512
42 1050853 3779311 3971500302283 0.00344514846802
42 1052693 2320051 2442301447343 0.00346112251282
42 1063109 3775081 4013322586829 0.00350594520569
42 1076429 3026999 3258349506571 0.00352907180786
42 1076821 3619613 3897675290273 0.00351595878601
42 1079431 3272897 3532866481607 0.00353097915649
42 1087357 2654303 2886174947171 0.00356793403625
42 1101559 3940943 4341181230137 0.00304198265076
42 1105457 3286991 3633627209887 0.00278782844543
42 1108781 3378929 3746492275549 0.00279211997986
42 1111661 2262769 2515432049309 0.00278091430664
42 1113527 2782279 3098142788033 0.00279712677002
42 1123631 2823857 3172973264767 0.00281715393066
42 1123669 3616183 4063392735427 0.00281000137329
42 1128509 3340091 3769322754319 0.00283288955688
42 1133677 2619913 2970135110101 0.00284194946289
42 1134977 2925827 3320746350979 0.00284481048584
42 1143071 3142459 3592053751589 0.00286102294922
42 1163629 2558737 2977420576573 0.00292181968689
